id,identifiant,name,source,famille
item_conquest_irregular_andesite_stone_wall_eighth_slab,conquest:irregular_andesite_stone_wall_eighth_slab,Irregular Andesite Stone Wall Eighth Slab,Conquest Reforged,1_stone
item_conquest_irregular_andesite_stone_wall_pillar,conquest:irregular_andesite_stone_wall_pillar,Irregular Andesite Stone Wall Pillar,Conquest Reforged,1_stone
item_conquest_irregular_andesite_stone_wall_quarter_slab,conquest:irregular_andesite_stone_wall_quarter_slab,Irregular Andesite Stone Wall Quarter Slab,Conquest Reforged,1_stone
item_conquest_irregular_andesite_stone_wall_slab,conquest:irregular_andesite_stone_wall_slab,Irregular Andesite Stone Wall Slab,Conquest Reforged,1_stone
item_conquest_irregular_andesite_stone_wall_small_arch,conquest:irregular_andesite_stone_wall_small_arch,Irregular Andesite Stone Wall Small Arch,Conquest Reforged,1_stone
item_conquest_irregular_andesite_stone_wall_small_arch_half,conquest:irregular_andesite_stone_wall_small_arch_half,Irregular Andesite Stone Wall Small Arch Half,Conquest Reforged,1_stone
item_conquest_irregular_andesite_stone_wall_small_window,conquest:irregular_andesite_stone_wall_small_window,Irregular Andesite Stone Wall Small Window,Conquest Reforged,1_stone
item_conquest_irregular_andesite_stone_wall_small_window_half,conquest:irregular_andesite_stone_wall_small_window_half,Irregular Andesite Stone Wall Small Window Half,Conquest Reforged,1_stone
item_conquest_irregular_andesite_stone_wall_sphere,conquest:irregular_andesite_stone_wall_sphere,Irregular Andesite Stone Wall Sphere,Conquest Reforged,1_stone
item_conquest_irregular_andesite_stone_wall_stairs,conquest:irregular_andesite_stone_wall_stairs,Irregular Andesite Stone Wall Stairs,Conquest Reforged,1_stone
item_conquest_irregular_andesite_stone_wall_stone_brick_quoins,conquest:irregular_andesite_stone_wall_stone_brick_quoins,Irregular Andesite Stone Wall Stone Brick Quoins,Conquest Reforged,1_stone
item_conquest_irregular_andesite_stone_wall_stone_brick_quoins_vertical_slab,conquest:irregular_andesite_stone_wall_stone_brick_quoins_vertical_slab,Irregular Andesite Stone Wall Stone Brick Quoins Vertical Slab,Conquest Reforged,1_stone
item_conquest_irregular_andesite_stone_wall_two_meter_arch,conquest:irregular_andesite_stone_wall_two_meter_arch,Irregular Andesite Stone Wall Two Meter Arch,Conquest Reforged,1_stone
item_conquest_irregular_andesite_stone_wall_two_meter_arch_half,conquest:irregular_andesite_stone_wall_two_meter_arch_half,Irregular Andesite Stone Wall Two Meter Arch Half,Conquest Reforged,1_stone
item_conquest_irregular_andesite_stone_wall_vertical_corner,conquest:irregular_andesite_stone_wall_vertical_corner,Irregular Andesite Stone Wall Vertical Corner,Conquest Reforged,1_stone
item_conquest_irregular_andesite_stone_wall_vertical_corner_slab,conquest:irregular_andesite_stone_wall_vertical_corner_slab,Irregular Andesite Stone Wall Vertical Corner Slab,Conquest Reforged,1_stone
item_conquest_irregular_andesite_stone_wall_vertical_quarter,conquest:irregular_andesite_stone_wall_vertical_quarter,Irregular Andesite Stone Wall Vertical Quarter,Conquest Reforged,1_stone
item_conquest_irregular_andesite_stone_wall_vertical_slab,conquest:irregular_andesite_stone_wall_vertical_slab,Irregular Andesite Stone Wall Vertical Slab,Conquest Reforged,1_stone
item_conquest_irregular_andesite_stone_wall_wall,conquest:irregular_andesite_stone_wall_wall,Irregular Andesite Stone Wall Wall,Conquest Reforged,1_stone
item_conquest_irregular_sandstone_tiles,conquest:irregular_sandstone_tiles,Irregular Sandstone Tiles,Conquest Reforged,1_stone
item_conquest_irregular_sandstone_tiles_arrowslit,conquest:irregular_sandstone_tiles_arrowslit,Irregular Sandstone Tiles Arrowslit,Conquest Reforged,1_stone
item_conquest_irregular_sandstone_tiles_balustrade,conquest:irregular_sandstone_tiles_balustrade,Irregular Sandstone Tiles Balustrade,Conquest Reforged,1_stone
item_conquest_irregular_sandstone_tiles_capital,conquest:irregular_sandstone_tiles_capital,Irregular Sandstone Tiles Capital,Conquest Reforged,1_stone
item_conquest_irregular_sandstone_tiles_corner_slab,conquest:irregular_sandstone_tiles_corner_slab,Irregular Sandstone Tiles Corner Slab,Conquest Reforged,1_stone
item_conquest_irregular_sandstone_tiles_eighth_slab,conquest:irregular_sandstone_tiles_eighth_slab,Irregular Sandstone Tiles Eighth Slab,Conquest Reforged,1_stone
item_conquest_irregular_sandstone_tiles_pillar,conquest:irregular_sandstone_tiles_pillar,Irregular Sandstone Tiles Pillar,Conquest Reforged,1_stone
item_conquest_irregular_sandstone_tiles_quarter_slab,conquest:irregular_sandstone_tiles_quarter_slab,Irregular Sandstone Tiles Quarter Slab,Conquest Reforged,1_stone
item_conquest_irregular_sandstone_tiles_slab,conquest:irregular_sandstone_tiles_slab,Irregular Sandstone Tiles Slab,Conquest Reforged,1_stone
item_conquest_irregular_sandstone_tiles_small_arch,conquest:irregular_sandstone_tiles_small_arch,Irregular Sandstone Tiles Small Arch,Conquest Reforged,1_stone
item_conquest_irregular_sandstone_tiles_small_arch_half,conquest:irregular_sandstone_tiles_small_arch_half,Irregular Sandstone Tiles Small Arch Half,Conquest Reforged,1_stone
item_conquest_irregular_sandstone_tiles_small_window,conquest:irregular_sandstone_tiles_small_window,Irregular Sandstone Tiles Small Window,Conquest Reforged,1_stone
item_conquest_irregular_sandstone_tiles_small_window_half,conquest:irregular_sandstone_tiles_small_window_half,Irregular Sandstone Tiles Small Window Half,Conquest Reforged,1_stone
item_conquest_irregular_sandstone_tiles_sphere,conquest:irregular_sandstone_tiles_sphere,Irregular Sandstone Tiles Sphere,Conquest Reforged,1_stone
item_conquest_irregular_sandstone_tiles_stairs,conquest:irregular_sandstone_tiles_stairs,Irregular Sandstone Tiles Stairs,Conquest Reforged,1_stone
item_conquest_irregular_sandstone_tiles_two_meter_arch,conquest:irregular_sandstone_tiles_two_meter_arch,Irregular Sandstone Tiles Two Meter Arch,Conquest Reforged,1_stone
item_conquest_irregular_sandstone_tiles_two_meter_arch_half,conquest:irregular_sandstone_tiles_two_meter_arch_half,Irregular Sandstone Tiles Two Meter Arch Half,Conquest Reforged,1_stone
item_conquest_irregular_sandstone_tiles_vertical_corner,conquest:irregular_sandstone_tiles_vertical_corner,Irregular Sandstone Tiles Vertical Corner,Conquest Reforged,1_stone
item_conquest_irregular_sandstone_tiles_vertical_corner_slab,conquest:irregular_sandstone_tiles_vertical_corner_slab,Irregular Sandstone Tiles Vertical Corner Slab,Conquest Reforged,1_stone
item_conquest_irregular_sandstone_tiles_vertical_quarter,conquest:irregular_sandstone_tiles_vertical_quarter,Irregular Sandstone Tiles Vertical Quarter,Conquest Reforged,1_stone
item_conquest_irregular_sandstone_tiles_vertical_slab,conquest:irregular_sandstone_tiles_vertical_slab,Irregular Sandstone Tiles Vertical Slab,Conquest Reforged,1_stone
item_conquest_irregular_sandstone_tiles_wall,conquest:irregular_sandstone_tiles_wall,Irregular Sandstone Tiles Wall,Conquest Reforged,1_stone
item_conquest_ivy_covered_oak_log,conquest:ivy_covered_oak_log,Ivy Covered Oak Log,Conquest Reforged,1_wood
item_conquest_ivy_covered_oak_log_bark,conquest:ivy_covered_oak_log_bark,Ivy Covered Oak Log Bark,Conquest Reforged,1_wood
item_conquest_ivy_covered_oak_log_branch,conquest:ivy_covered_oak_log_branch,Ivy Covered Oak Log Branch,Conquest Reforged,1_wood
item_conquest_ivy_covered_oak_log_corner_slab,conquest:ivy_covered_oak_log_corner_slab,Ivy Covered Oak Log Corner Slab,Conquest Reforged,1_wood
item_conquest_ivy_covered_oak_log_eighth_slab,conquest:ivy_covered_oak_log_eighth_slab,Ivy Covered Oak Log Eighth Slab,Conquest Reforged,1_wood
item_conquest_ivy_covered_oak_log_large_branch,conquest:ivy_covered_oak_log_large_branch,Ivy Covered Oak Log Large Branch,Conquest Reforged,1_wood
item_conquest_ivy_covered_oak_log_pillar,conquest:ivy_covered_oak_log_pillar,Ivy Covered Oak Log Pillar,Conquest Reforged,1_wood
item_conquest_ivy_covered_oak_log_quarter_slab,conquest:ivy_covered_oak_log_quarter_slab,Ivy Covered Oak Log Quarter Slab,Conquest Reforged,1_wood
item_conquest_ivy_covered_oak_log_slab,conquest:ivy_covered_oak_log_slab,Ivy Covered Oak Log Slab,Conquest Reforged,1_wood
item_conquest_ivy_covered_oak_log_small_branch,conquest:ivy_covered_oak_log_small_branch,Ivy Covered Oak Log Small Branch,Conquest Reforged,1_wood
item_conquest_ivy_covered_oak_log_stairs,conquest:ivy_covered_oak_log_stairs,Ivy Covered Oak Log Stairs,Conquest Reforged,1_wood
item_conquest_ivy_covered_oak_log_stump,conquest:ivy_covered_oak_log_stump,Ivy Covered Oak Log Stump,Conquest Reforged,1_wood
item_conquest_ivy_covered_oak_log_vertical_corner,conquest:ivy_covered_oak_log_vertical_corner,Ivy Covered Oak Log Vertical Corner,Conquest Reforged,1_wood
item_conquest_ivy_covered_oak_log_vertical_corner_slab,conquest:ivy_covered_oak_log_vertical_corner_slab,Ivy Covered Oak Log Vertical Corner Slab,Conquest Reforged,1_wood
item_conquest_ivy_covered_oak_log_vertical_quarter,conquest:ivy_covered_oak_log_vertical_quarter,Ivy Covered Oak Log Vertical Quarter,Conquest Reforged,1_wood
item_conquest_ivy_covered_oak_log_vertical_quarter_stump,conquest:ivy_covered_oak_log_vertical_quarter_stump,Ivy Covered Oak Log Vertical Quarter Stump,Conquest Reforged,1_wood
item_conquest_ivy_covered_oak_log_vertical_slab,conquest:ivy_covered_oak_log_vertical_slab,Ivy Covered Oak Log Vertical Slab,Conquest Reforged,1_wood
item_conquest_jam_jars,conquest:jam_jars,Jam Jars,Conquest Reforged,6_glass
item_conquest_japanese_jitte,conquest:japanese_jitte,Japanese Jitte,Conquest Reforged,
item_conquest_joshua_tree_leaves,conquest:joshua_tree_leaves,Joshua Tree Leaves,Conquest Reforged,2_leaves
item_conquest_jungle_ground_cover,conquest:jungle_ground_cover,Jungle Ground Cover,Conquest Reforged,3_plants
item_conquest_jungle_sapling,conquest:jungle_sapling,Jungle Sapling,Conquest Reforged,
item_conquest_kashmiri_carpet,conquest:kashmiri_carpet,Kashmiri Carpet,Conquest Reforged,4_cloth
item_conquest_kashmiri_carpet_corner_slab,conquest:kashmiri_carpet_corner_slab,Kashmiri Carpet Corner Slab,Conquest Reforged,4_cloth
item_conquest_kashmiri_carpet_cover,conquest:kashmiri_carpet_cover,Kashmiri Carpet Cover,Conquest Reforged,4_cloth
item_conquest_kashmiri_carpet_eighth_slab,conquest:kashmiri_carpet_eighth_slab,Kashmiri Carpet Eighth Slab,Conquest Reforged,4_cloth
item_conquest_kashmiri_carpet_quarter_slab,conquest:kashmiri_carpet_quarter_slab,Kashmiri Carpet Quarter Slab,Conquest Reforged,4_cloth
item_conquest_kashmiri_carpet_slab,conquest:kashmiri_carpet_slab,Kashmiri Carpet Slab,Conquest Reforged,4_cloth
item_conquest_kashmiri_carpet_stairs,conquest:kashmiri_carpet_stairs,Kashmiri Carpet Stairs,Conquest Reforged,4_cloth
item_conquest_kashmiri_carpet_vertical_corner,conquest:kashmiri_carpet_vertical_corner,Kashmiri Carpet Vertical Corner,Conquest Reforged,4_cloth
item_conquest_kashmiri_carpet_vertical_corner_slab,conquest:kashmiri_carpet_vertical_corner_slab,Kashmiri Carpet Vertical Corner Slab,Conquest Reforged,4_cloth
item_conquest_kashmiri_carpet_vertical_quarter,conquest:kashmiri_carpet_vertical_quarter,Kashmiri Carpet Vertical Quarter,Conquest Reforged,4_cloth
item_conquest_kashmiri_carpet_vertical_slab,conquest:kashmiri_carpet_vertical_slab,Kashmiri Carpet Vertical Slab,Conquest Reforged,4_cloth
item_conquest_katar_bronze,conquest:katar_bronze,Katar Bronze,Conquest Reforged,
item_conquest_katar_iron,conquest:katar_iron,Katar Iron,Conquest Reforged,
item_conquest_katar_steel,conquest:katar_steel,Katar Steel,Conquest Reforged,
item_conquest_kazakh_rug,conquest:kazakh_rug,Kazakh Rug,Conquest Reforged,4_cloth
item_conquest_kazakh_rug_corner_slab,conquest:kazakh_rug_corner_slab,Kazakh Rug Corner Slab,Conquest Reforged,4_cloth
item_conquest_kazakh_rug_cover,conquest:kazakh_rug_cover,Kazakh Rug Cover,Conquest Reforged,4_cloth
item_conquest_kazakh_rug_eighth_slab,conquest:kazakh_rug_eighth_slab,Kazakh Rug Eighth Slab,Conquest Reforged,4_cloth
item_conquest_kazakh_rug_quarter_slab,conquest:kazakh_rug_quarter_slab,Kazakh Rug Quarter Slab,Conquest Reforged,4_cloth
item_conquest_kazakh_rug_slab,conquest:kazakh_rug_slab,Kazakh Rug Slab,Conquest Reforged,4_cloth
item_conquest_kazakh_rug_stairs,conquest:kazakh_rug_stairs,Kazakh Rug Stairs,Conquest Reforged,4_cloth
item_conquest_kazakh_rug_vertical_corner,conquest:kazakh_rug_vertical_corner,Kazakh Rug Vertical Corner,Conquest Reforged,4_cloth
item_conquest_kazakh_rug_vertical_corner_slab,conquest:kazakh_rug_vertical_corner_slab,Kazakh Rug Vertical Corner Slab,Conquest Reforged,4_cloth
item_conquest_kazakh_rug_vertical_quarter,conquest:kazakh_rug_vertical_quarter,Kazakh Rug Vertical Quarter,Conquest Reforged,4_cloth
item_conquest_kazakh_rug_vertical_slab,conquest:kazakh_rug_vertical_slab,Kazakh Rug Vertical Slab,Conquest Reforged,4_cloth
item_conquest_kentucky_bluegrass,conquest:kentucky_bluegrass,Kentucky Bluegrass,Conquest Reforged,3_plants
item_conquest_khanda,conquest:khanda,Khanda,Conquest Reforged,
item_conquest_khopesh,conquest:khopesh,Khopesh,Conquest Reforged,
item_conquest_kilim_rug,conquest:kilim_rug,Kilim Rug,Conquest Reforged,4_cloth
item_conquest_kilim_rug_corner_slab,conquest:kilim_rug_corner_slab,Kilim Rug Corner Slab,Conquest Reforged,4_cloth
item_conquest_kilim_rug_cover,conquest:kilim_rug_cover,Kilim Rug Cover,Conquest Reforged,4_cloth
item_conquest_kilim_rug_eighth_slab,conquest:kilim_rug_eighth_slab,Kilim Rug Eighth Slab,Conquest Reforged,4_cloth
item_conquest_kilim_rug_quarter_slab,conquest:kilim_rug_quarter_slab,Kilim Rug Quarter Slab,Conquest Reforged,4_cloth
item_conquest_kilim_rug_slab,conquest:kilim_rug_slab,Kilim Rug Slab,Conquest Reforged,4_cloth
item_conquest_kilim_rug_stairs,conquest:kilim_rug_stairs,Kilim Rug Stairs,Conquest Reforged,4_cloth
item_conquest_kilim_rug_vertical_corner,conquest:kilim_rug_vertical_corner,Kilim Rug Vertical Corner,Conquest Reforged,4_cloth
item_conquest_kilim_rug_vertical_corner_slab,conquest:kilim_rug_vertical_corner_slab,Kilim Rug Vertical Corner Slab,Conquest Reforged,4_cloth
item_conquest_kilim_rug_vertical_quarter,conquest:kilim_rug_vertical_quarter,Kilim Rug Vertical Quarter,Conquest Reforged,4_cloth
item_conquest_kilim_rug_vertical_slab,conquest:kilim_rug_vertical_slab,Kilim Rug Vertical Slab,Conquest Reforged,4_cloth
item_conquest_kitchen_cabinets_with_tools,conquest:kitchen_cabinets_with_tools,Kitchen Cabinets With Tools,Conquest Reforged,
item_conquest_knight_boots,conquest:knight_boots,Knight Boots,Conquest Reforged,
item_conquest_knight_chestplate,conquest:knight_chestplate,Knight Chestplate,Conquest Reforged,
item_conquest_knight_helmet,conquest:knight_helmet,Knight Helmet,Conquest Reforged,
item_conquest_knight_leggings,conquest:knight_leggings,Knight Leggings,Conquest Reforged,
item_conquest_kodachi,conquest:kodachi,Kodachi,Conquest Reforged,
item_conquest_konda,conquest:konda,Konda,Conquest Reforged,
item_conquest_korean_sword,conquest:korean_sword,Korean Sword,Conquest Reforged,
item_conquest_ladder,conquest:ladder,Ladder,Conquest Reforged,
item_conquest_lapis_lazuli_sandstone_border,conquest:lapis_lazuli_sandstone_border,Lapis Lazuli Sandstone Border,Conquest Reforged,1_stone
item_conquest_larch_ground_needles,conquest:larch_ground_needles,Larch Ground Needles,Conquest Reforged,2_leaves
item_conquest_larch_leaf_branch,conquest:larch_leaf_branch,Larch Leaf Branch,Conquest Reforged,2_leaves
item_conquest_larch_leaf_long_branch,conquest:larch_leaf_long_branch,Larch Leaf Long Branch,Conquest Reforged,2_leaves
item_conquest_larch_leaf_slab,conquest:larch_leaf_slab,Larch Leaf Slab,Conquest Reforged,2_leaves
item_conquest_larch_leaf_top,conquest:larch_leaf_top,Larch Leaf Top,Conquest Reforged,2_leaves
item_conquest_larch_log,conquest:larch_log,Larch Log,Conquest Reforged,1_wood
item_conquest_larch_log_bark,conquest:larch_log_bark,Larch Log Bark,Conquest Reforged,1_wood
item_conquest_larch_log_branch,conquest:larch_log_branch,Larch Log Branch,Conquest Reforged,1_wood
item_conquest_larch_log_corner_slab,conquest:larch_log_corner_slab,Larch Log Corner Slab,Conquest Reforged,1_wood
item_conquest_larch_log_eighth_slab,conquest:larch_log_eighth_slab,Larch Log Eighth Slab,Conquest Reforged,1_wood
item_conquest_larch_log_large_branch,conquest:larch_log_large_branch,Larch Log Large Branch,Conquest Reforged,1_wood
item_conquest_larch_log_pillar,conquest:larch_log_pillar,Larch Log Pillar,Conquest Reforged,1_wood
item_conquest_larch_log_quarter_slab,conquest:larch_log_quarter_slab,Larch Log Quarter Slab,Conquest Reforged,1_wood
item_conquest_larch_log_slab,conquest:larch_log_slab,Larch Log Slab,Conquest Reforged,1_wood
item_conquest_larch_log_small_branch,conquest:larch_log_small_branch,Larch Log Small Branch,Conquest Reforged,1_wood
item_conquest_larch_log_stairs,conquest:larch_log_stairs,Larch Log Stairs,Conquest Reforged,1_wood
item_conquest_larch_log_stump,conquest:larch_log_stump,Larch Log Stump,Conquest Reforged,1_wood
item_conquest_larch_log_vertical_corner,conquest:larch_log_vertical_corner,Larch Log Vertical Corner,Conquest Reforged,1_wood
item_conquest_larch_log_vertical_corner_slab,conquest:larch_log_vertical_corner_slab,Larch Log Vertical Corner Slab,Conquest Reforged,1_wood
item_conquest_larch_log_vertical_quarter,conquest:larch_log_vertical_quarter,Larch Log Vertical Quarter,Conquest Reforged,1_wood
item_conquest_larch_log_vertical_quarter_stump,conquest:larch_log_vertical_quarter_stump,Larch Log Vertical Quarter Stump,Conquest Reforged,1_wood
item_conquest_larch_log_vertical_slab,conquest:larch_log_vertical_slab,Larch Log Vertical Slab,Conquest Reforged,1_wood
item_conquest_larch_needles,conquest:larch_needles,Larch Needles,Conquest Reforged,2_leaves
item_conquest_larch_tree_sapling,conquest:larch_tree_sapling,Larch Tree Sapling,Conquest Reforged,1_wood
item_conquest_larch_wood_beam,conquest:larch_wood_beam,Larch Wood Beam,Conquest Reforged,3_wood
item_conquest_larch_wood_beam_bark,conquest:larch_wood_beam_bark,Larch Wood Beam Bark,Conquest Reforged,3_wood
item_conquest_larch_wood_beam_beam_board,conquest:larch_wood_beam_beam_board,Larch Wood Beam Beam Board,Conquest Reforged,3_wood
item_conquest_larch_wood_beam_corner_slab,conquest:larch_wood_beam_corner_slab,Larch Wood Beam Corner Slab,Conquest Reforged,3_wood
item_conquest_larch_wood_beam_door_frame_lintel,conquest:larch_wood_beam_door_frame_lintel,Larch Wood Beam Door Frame Lintel,Conquest Reforged,3_wood
item_conquest_larch_wood_beam_door_frame_posts,conquest:larch_wood_beam_door_frame_posts,Larch Wood Beam Door Frame Posts,Conquest Reforged,3_wood
item_conquest_larch_wood_beam_eighth_slab,conquest:larch_wood_beam_eighth_slab,Larch Wood Beam Eighth Slab,Conquest Reforged,3_wood
item_conquest_larch_wood_beam_horizontal,conquest:larch_wood_beam_horizontal,Larch Wood Beam Horizontal,Conquest Reforged,3_wood
item_conquest_larch_wood_beam_lintel,conquest:larch_wood_beam_lintel,Larch Wood Beam Lintel,Conquest Reforged,3_wood
item_conquest_larch_wood_beam_pillar,conquest:larch_wood_beam_pillar,Larch Wood Beam Pillar,Conquest Reforged,3_wood
item_conquest_larch_wood_beam_posts,conquest:larch_wood_beam_posts,Larch Wood Beam Posts,Conquest Reforged,3_wood
item_conquest_larch_wood_beam_quarter_slab,conquest:larch_wood_beam_quarter_slab,Larch Wood Beam Quarter Slab,Conquest Reforged,3_wood
item_conquest_larch_wood_beam_slab,conquest:larch_wood_beam_slab,Larch Wood Beam Slab,Conquest Reforged,3_wood
item_conquest_larch_wood_beam_stairs,conquest:larch_wood_beam_stairs,Larch Wood Beam Stairs,Conquest Reforged,3_wood
item_conquest_larch_wood_beam_vertical,conquest:larch_wood_beam_vertical,Larch Wood Beam Vertical,Conquest Reforged,3_wood
item_conquest_larch_wood_beam_vertical_corner,conquest:larch_wood_beam_vertical_corner,Larch Wood Beam Vertical Corner,Conquest Reforged,3_wood
item_conquest_larch_wood_beam_vertical_corner_slab,conquest:larch_wood_beam_vertical_corner_slab,Larch Wood Beam Vertical Corner Slab,Conquest Reforged,3_wood
item_conquest_larch_wood_beam_vertical_quarter,conquest:larch_wood_beam_vertical_quarter,Larch Wood Beam Vertical Quarter,Conquest Reforged,3_wood
item_conquest_larch_wood_beam_vertical_slab,conquest:larch_wood_beam_vertical_slab,Larch Wood Beam Vertical Slab,Conquest Reforged,3_wood
item_conquest_larch_wood_beam_wall,conquest:larch_wood_beam_wall,Larch Wood Beam Wall,Conquest Reforged,3_wood
item_conquest_larch_wood_plank_balustrade,conquest:larch_wood_plank_balustrade,Larch Wood Plank Balustrade,Conquest Reforged,3_wood
item_conquest_larch_wood_plank_boards,conquest:larch_wood_plank_boards,Larch Wood Plank Boards,Conquest Reforged,3_wood
item_conquest_larch_wood_plank_capital,conquest:larch_wood_plank_capital,Larch Wood Plank Capital,Conquest Reforged,3_wood
item_conquest_larch_wood_plank_corner_slab,conquest:larch_wood_plank_corner_slab,Larch Wood Plank Corner Slab,Conquest Reforged,3_wood
item_conquest_larch_wood_plank_eighth_slab,conquest:larch_wood_plank_eighth_slab,Larch Wood Plank Eighth Slab,Conquest Reforged,3_wood
item_conquest_larch_wood_plank_pillar,conquest:larch_wood_plank_pillar,Larch Wood Plank Pillar,Conquest Reforged,3_wood
item_conquest_larch_wood_plank_quarter_slab,conquest:larch_wood_plank_quarter_slab,Larch Wood Plank Quarter Slab,Conquest Reforged,3_wood
item_conquest_larch_wood_plank_slab,conquest:larch_wood_plank_slab,Larch Wood Plank Slab,Conquest Reforged,3_wood
item_conquest_larch_wood_plank_small_window,conquest:larch_wood_plank_small_window,Larch Wood Plank Small Window,Conquest Reforged,3_wood
item_conquest_larch_wood_plank_small_window_half,conquest:larch_wood_plank_small_window_half,Larch Wood Plank Small Window Half,Conquest Reforged,3_wood
item_conquest_larch_wood_plank_sphere,conquest:larch_wood_plank_sphere,Larch Wood Plank Sphere,Conquest Reforged,3_wood
item_conquest_larch_wood_plank_stairs,conquest:larch_wood_plank_stairs,Larch Wood Plank Stairs,Conquest Reforged,3_wood
item_conquest_larch_wood_plank_vertical_corner,conquest:larch_wood_plank_vertical_corner,Larch Wood Plank Vertical Corner,Conquest Reforged,3_wood
item_conquest_larch_wood_plank_vertical_corner_slab,conquest:larch_wood_plank_vertical_corner_slab,Larch Wood Plank Vertical Corner Slab,Conquest Reforged,3_wood
item_conquest_larch_wood_plank_vertical_quarter,conquest:larch_wood_plank_vertical_quarter,Larch Wood Plank Vertical Quarter,Conquest Reforged,3_wood
item_conquest_larch_wood_plank_vertical_slab,conquest:larch_wood_plank_vertical_slab,Larch Wood Plank Vertical Slab,Conquest Reforged,3_wood
item_conquest_larch_wood_plank_wall,conquest:larch_wood_plank_wall,Larch Wood Plank Wall,Conquest Reforged,3_wood
item_conquest_larch_wood_planks,conquest:larch_wood_planks,Larch Wood Planks,Conquest Reforged,3_wood
item_conquest_large_acacia_wood_shutters,conquest:large_acacia_wood_shutters,Large Acacia Wood Shutters,Conquest Reforged,7_wood
item_conquest_large_amphora,conquest:large_amphora,Large Amphora,Conquest Reforged,1_stone
item_conquest_large_andesite_brick,conquest:large_andesite_brick,Large Andesite Brick,Conquest Reforged,1_stone
item_conquest_large_andesite_brick_arrowslit,conquest:large_andesite_brick_arrowslit,Large Andesite Brick Arrowslit,Conquest Reforged,1_stone
item_conquest_large_andesite_brick_balustrade,conquest:large_andesite_brick_balustrade,Large Andesite Brick Balustrade,Conquest Reforged,1_stone
item_conquest_large_andesite_brick_capital,conquest:large_andesite_brick_capital,Large Andesite Brick Capital,Conquest Reforged,1_stone
item_conquest_large_andesite_brick_corner_slab,conquest:large_andesite_brick_corner_slab,Large Andesite Brick Corner Slab,Conquest Reforged,1_stone
item_conquest_large_andesite_brick_eighth_slab,conquest:large_andesite_brick_eighth_slab,Large Andesite Brick Eighth Slab,Conquest Reforged,1_stone
item_conquest_large_andesite_brick_pillar,conquest:large_andesite_brick_pillar,Large Andesite Brick Pillar,Conquest Reforged,1_stone
item_conquest_large_andesite_brick_quarter_slab,conquest:large_andesite_brick_quarter_slab,Large Andesite Brick Quarter Slab,Conquest Reforged,1_stone
item_conquest_large_andesite_brick_slab,conquest:large_andesite_brick_slab,Large Andesite Brick Slab,Conquest Reforged,1_stone
item_conquest_large_andesite_brick_small_arch,conquest:large_andesite_brick_small_arch,Large Andesite Brick Small Arch,Conquest Reforged,1_stone
item_conquest_large_andesite_brick_small_arch_half,conquest:large_andesite_brick_small_arch_half,Large Andesite Brick Small Arch Half,Conquest Reforged,1_stone
item_conquest_large_andesite_brick_small_window,conquest:large_andesite_brick_small_window,Large Andesite Brick Small Window,Conquest Reforged,1_stone
item_conquest_large_andesite_brick_small_window_half,conquest:large_andesite_brick_small_window_half,Large Andesite Brick Small Window Half,Conquest Reforged,1_stone
item_conquest_large_andesite_brick_stairs,conquest:large_andesite_brick_stairs,Large Andesite Brick Stairs,Conquest Reforged,1_stone
item_conquest_large_andesite_brick_two_meter_arch,conquest:large_andesite_brick_two_meter_arch,Large Andesite Brick Two Meter Arch,Conquest Reforged,1_stone
item_conquest_large_andesite_brick_two_meter_arch_half,conquest:large_andesite_brick_two_meter_arch_half,Large Andesite Brick Two Meter Arch Half,Conquest Reforged,1_stone
item_conquest_large_andesite_brick_vertical_corner,conquest:large_andesite_brick_vertical_corner,Large Andesite Brick Vertical Corner,Conquest Reforged,1_stone
item_conquest_large_andesite_brick_vertical_corner_slab,conquest:large_andesite_brick_vertical_corner_slab,Large Andesite Brick Vertical Corner Slab,Conquest Reforged,1_stone
item_conquest_large_andesite_brick_vertical_quarter,conquest:large_andesite_brick_vertical_quarter,Large Andesite Brick Vertical Quarter,Conquest Reforged,1_stone
item_conquest_large_andesite_brick_vertical_slab,conquest:large_andesite_brick_vertical_slab,Large Andesite Brick Vertical Slab,Conquest Reforged,1_stone
item_conquest_large_andesite_brick_wall,conquest:large_andesite_brick_wall,Large Andesite Brick Wall,Conquest Reforged,1_stone
item_conquest_large_andesite_masonry_arrowslit,conquest:large_andesite_masonry_arrowslit,Large Andesite Masonry Arrowslit,Conquest Reforged,
item_conquest_large_andesite_masonry_balustrade,conquest:large_andesite_masonry_balustrade,Large Andesite Masonry Balustrade,Conquest Reforged,
item_conquest_large_andesite_masonry_capital,conquest:large_andesite_masonry_capital,Large Andesite Masonry Capital,Conquest Reforged,
item_conquest_large_andesite_masonry_corner_slab,conquest:large_andesite_masonry_corner_slab,Large Andesite Masonry Corner Slab,Conquest Reforged,
item_conquest_large_andesite_masonry_eighth_slab,conquest:large_andesite_masonry_eighth_slab,Large Andesite Masonry Eighth Slab,Conquest Reforged,
item_conquest_large_andesite_masonry_pillar,conquest:large_andesite_masonry_pillar,Large Andesite Masonry Pillar,Conquest Reforged,
item_conquest_large_andesite_masonry_quarter_slab,conquest:large_andesite_masonry_quarter_slab,Large Andesite Masonry Quarter Slab,Conquest Reforged,
item_conquest_large_andesite_masonry_slab,conquest:large_andesite_masonry_slab,Large Andesite Masonry Slab,Conquest Reforged,
